Timeseries,"Wind Speed at 76.8 m
(m/sec)"
5/16/2007 23:00,6.7
5/17/2007 0:00,6.7
5/17/2007 1:00,6.7
5/17/2007 2:00,6.7
5/17/2007 3:00,6.7
5/17/2007 4:00,6.53
5/17/2007 5:00,6.53
5/17/2007 6:00,6.7
5/17/2007 7:00,6.86
5/17/2007 8:00,6.7
5/17/2007 9:00,6.53
5/17/2007 10:00,6.37
5/17/2007 11:00,6.04
5/17/2007 12:00,5.72
5/17/2007 13:00,5.39
5/17/2007 14:00,5.23
5/17/2007 15:00,5.23
5/17/2007 16:00,5.23
5/17/2007 17:00,5.39
5/17/2007 18:00,5.72
5/17/2007 19:00,6.21
5/17/2007 20:00,6.7
5/17/2007 21:00,7.35
5/17/2007 22:00,7.84
5/17/2007 23:00,8.17
5/18/2007 0:00,8.33
5/18/2007 1:00,8.33
5/18/2007 2:00,8.33
5/18/2007 3:00,8
5/18/2007 4:00,7.68
5/18/2007 5:00,7.51
5/18/2007 6:00,7.51
5/18/2007 7:00,7.51
5/18/2007 8:00,7.35
5/18/2007 9:00,7.02
5/18/2007 10:00,6.86
5/18/2007 11:00,6.53
5/18/2007 12:00,6.53
5/18/2007 13:00,6.37
5/18/2007 14:00,6.37
5/18/2007 15:00,6.37
5/18/2007 16:00,6.37
5/18/2007 17:00,6.53
5/18/2007 18:00,7.19
5/18/2007 19:00,7.84
5/18/2007 20:00,8
5/18/2007 21:00,7.84
5/18/2007 22:00,7.51
5/18/2007 23:00,7.51
5/19/2007 0:00,7.68
5/19/2007 1:00,7.84
5/19/2007 2:00,7.68
5/19/2007 3:00,7.19
5/19/2007 4:00,6.86
5/19/2007 5:00,6.53
5/19/2007 6:00,6.37
5/19/2007 7:00,6.37
5/19/2007 8:00,6.21
5/19/2007 9:00,6.04
5/19/2007 10:00,5.72
5/19/2007 11:00,5.39
5/19/2007 12:00,5.06
5/19/2007 13:00,4.9
5/19/2007 14:00,5.23
5/19/2007 15:00,5.72
5/19/2007 16:00,6.21
5/19/2007 17:00,6.53
5/19/2007 18:00,6.7
5/19/2007 19:00,6.86
5/19/2007 20:00,6.86
5/19/2007 21:00,6.86
5/19/2007 22:00,6.86
5/19/2007 23:00,7.02
5/20/2007 0:00,7.19
5/20/2007 1:00,7.51
5/20/2007 2:00,7.51
5/20/2007 3:00,7.19
5/20/2007 4:00,7.02
5/20/2007 5:00,6.86
5/20/2007 6:00,6.86
5/20/2007 7:00,6.86
5/20/2007 8:00,6.7
5/20/2007 9:00,6.37
5/20/2007 10:00,6.21
5/20/2007 11:00,6.21
5/20/2007 12:00,6.04
5/20/2007 13:00,6.04
5/20/2007 14:00,6.21
5/20/2007 15:00,6.7
5/20/2007 16:00,7.35
5/20/2007 17:00,7.68
5/20/2007 18:00,7.84
5/20/2007 19:00,8
5/20/2007 20:00,8
5/20/2007 21:00,7.68
5/20/2007 22:00,7.51
5/20/2007 23:00,7.51
5/21/2007 0:00,7.51
5/21/2007 1:00,7.35
5/21/2007 2:00,7.35
5/21/2007 3:00,7.02
5/21/2007 4:00,6.7
5/21/2007 5:00,6.7
5/21/2007 6:00,6.86
5/21/2007 7:00,7.02
5/21/2007 8:00,7.19
5/21/2007 9:00,7.19
5/21/2007 10:00,7.35
5/21/2007 11:00,7.19
5/21/2007 12:00,7.19
5/21/2007 13:00,7.19
5/21/2007 14:00,7.19
5/21/2007 15:00,7.35
5/21/2007 16:00,7.35
5/21/2007 17:00,7.35
5/21/2007 18:00,7.51
5/21/2007 19:00,7.51
5/21/2007 20:00,7.68
5/21/2007 21:00,7.68
5/21/2007 22:00,7.84
5/21/2007 23:00,7.68
5/22/2007 0:00,7.35
5/22/2007 1:00,7.19
5/22/2007 2:00,6.86
5/22/2007 3:00,6.86
5/22/2007 4:00,6.7
5/22/2007 5:00,6.7
5/22/2007 6:00,6.53
5/22/2007 7:00,6.37
5/22/2007 8:00,6.21
5/22/2007 9:00,6.21
5/22/2007 10:00,6.21
5/22/2007 11:00,6.04
5/22/2007 12:00,6.04
5/22/2007 13:00,6.04
5/22/2007 14:00,5.88
5/22/2007 15:00,5.88
5/22/2007 16:00,5.72
5/22/2007 17:00,5.55
5/22/2007 18:00,5.39
5/22/2007 19:00,5.23
5/22/2007 20:00,5.39
5/22/2007 21:00,5.88
5/22/2007 22:00,6.21
5/22/2007 23:00,6.37
5/23/2007 0:00,6.37
5/23/2007 1:00,6.37
5/23/2007 2:00,6.37
5/23/2007 3:00,6.37
5/23/2007 4:00,6.37
5/23/2007 5:00,6.37
5/23/2007 6:00,6.21
5/23/2007 7:00,6.04
5/23/2007 8:00,5.88
5/23/2007 9:00,5.88
5/23/2007 10:00,5.88
5/23/2007 11:00,5.88
5/23/2007 12:00,5.88
5/23/2007 13:00,6.04
5/23/2007 14:00,5.88
5/23/2007 15:00,5.55
5/23/2007 16:00,5.23
5/23/2007 17:00,5.06
5/23/2007 18:00,5.23
5/23/2007 19:00,5.39
5/23/2007 20:00,5.39
5/23/2007 21:00,5.55
5/23/2007 22:00,5.72
5/23/2007 23:00,5.72
5/24/2007 0:00,5.55
5/24/2007 1:00,5.55
5/24/2007 2:00,5.23
5/24/2007 3:00,4.9
5/24/2007 4:00,4.74
5/24/2007 5:00,4.57
5/24/2007 6:00,4.57
5/24/2007 7:00,4.57
5/24/2007 8:00,4.57
5/24/2007 9:00,4.57
5/24/2007 10:00,4.57
5/24/2007 11:00,4.57
5/24/2007 12:00,4.9
5/24/2007 13:00,5.23
5/24/2007 14:00,5.39
5/24/2007 15:00,5.23
5/24/2007 16:00,5.23
5/24/2007 17:00,5.55
5/24/2007 18:00,6.04
5/24/2007 19:00,6.7
5/24/2007 20:00,6.86
5/24/2007 21:00,6.7
5/24/2007 22:00,6.53
5/24/2007 23:00,6.53
5/25/2007 0:00,6.53
5/25/2007 1:00,6.53
5/25/2007 2:00,6.21
5/25/2007 3:00,5.72
5/25/2007 4:00,5.06
5/25/2007 5:00,5.06
5/25/2007 6:00,5.39
5/25/2007 7:00,5.55
5/25/2007 8:00,5.72
5/25/2007 9:00,5.55
5/25/2007 10:00,5.39
5/25/2007 11:00,5.39
5/25/2007 12:00,5.23
5/25/2007 13:00,5.23
5/25/2007 14:00,5.23
5/25/2007 15:00,5.06
5/25/2007 16:00,4.9
5/25/2007 17:00,4.57
5/25/2007 18:00,4.08
5/25/2007 19:00,3.59
5/25/2007 20:00,3.59
5/25/2007 21:00,4.25
5/25/2007 22:00,4.74
5/25/2007 23:00,5.06
5/26/2007 0:00,5.23
5/26/2007 1:00,5.39
5/26/2007 2:00,5.55
5/26/2007 3:00,5.39
5/26/2007 4:00,5.39
5/26/2007 5:00,5.55
5/26/2007 6:00,5.88
5/26/2007 7:00,6.37
5/26/2007 8:00,6.37
5/26/2007 9:00,6.21
5/26/2007 10:00,6.04
5/26/2007 11:00,5.88
5/26/2007 12:00,5.88
5/26/2007 13:00,5.72
5/26/2007 14:00,6.04
5/26/2007 15:00,6.53
5/26/2007 16:00,7.02
5/26/2007 17:00,7.19
5/26/2007 18:00,7.19
5/26/2007 19:00,7.19
5/26/2007 20:00,7.19
5/26/2007 21:00,7.19
5/26/2007 22:00,7.19
5/26/2007 23:00,7.19
5/27/2007 0:00,7.02
5/27/2007 1:00,6.86
5/27/2007 2:00,6.53
5/27/2007 3:00,6.04
5/27/2007 4:00,5.55
5/27/2007 5:00,5.55
5/27/2007 6:00,5.88
5/27/2007 7:00,6.21
5/27/2007 8:00,6.21
5/27/2007 9:00,6.04
5/27/2007 10:00,5.88
5/27/2007 11:00,5.72
5/27/2007 12:00,5.72
5/27/2007 13:00,5.55
5/27/2007 14:00,5.55
5/27/2007 15:00,5.72
5/27/2007 16:00,5.88
5/27/2007 17:00,5.55
5/27/2007 18:00,4.9
5/27/2007 19:00,4.08
5/27/2007 20:00,4.08
5/27/2007 21:00,4.41
5/27/2007 22:00,4.9
5/27/2007 23:00,5.23
5/28/2007 0:00,5.39
5/28/2007 1:00,5.55
5/28/2007 2:00,5.72
5/28/2007 3:00,6.21
5/28/2007 4:00,6.53
5/28/2007 5:00,6.86
5/28/2007 6:00,7.02
5/28/2007 7:00,7.19
5/28/2007 8:00,7.19
5/28/2007 9:00,7.02
5/28/2007 10:00,6.7
5/28/2007 11:00,6.53
5/28/2007 12:00,6.53
5/28/2007 13:00,6.53
5/28/2007 14:00,6.7
5/28/2007 15:00,7.02
5/28/2007 16:00,7.35
5/28/2007 17:00,7.02
5/28/2007 18:00,6.37
5/28/2007 19:00,5.72
5/28/2007 20:00,5.39
5/28/2007 21:00,5.39
5/28/2007 22:00,5.39
5/28/2007 23:00,5.55
5/29/2007 0:00,5.88
5/29/2007 1:00,6.04
5/29/2007 2:00,6.04
5/29/2007 3:00,5.88
5/29/2007 4:00,5.72
5/29/2007 5:00,5.88
5/29/2007 6:00,6.21
5/29/2007 7:00,6.53
5/29/2007 8:00,6.21
5/29/2007 9:00,5.55
5/29/2007 10:00,4.9
5/29/2007 11:00,4.57
5/29/2007 12:00,4.41
5/29/2007 13:00,4.25
5/29/2007 14:00,4.08
5/29/2007 15:00,4.08
5/29/2007 16:00,4.41
5/29/2007 17:00,4.41
5/29/2007 18:00,3.92
5/29/2007 19:00,3.43
5/29/2007 20:00,3.27
5/29/2007 21:00,3.27
5/29/2007 22:00,3.43
5/29/2007 23:00,3.59
5/30/2007 0:00,3.92
5/30/2007 1:00,4.08
5/30/2007 2:00,4.25
5/30/2007 3:00,4.08
5/30/2007 4:00,3.92
5/30/2007 5:00,3.92
5/30/2007 6:00,4.25
5/30/2007 7:00,4.57
5/30/2007 8:00,4.25
5/30/2007 9:00,3.27
5/30/2007 10:00,2.29
5/30/2007 11:00,1.8
5/30/2007 12:00,1.96
5/30/2007 13:00,1.96
5/30/2007 14:00,1.63
5/30/2007 15:00,1.47
5/30/2007 16:00,2.12
5/30/2007 17:00,2.45
5/30/2007 18:00,1.96
5/30/2007 19:00,1.8
5/30/2007 20:00,1.96
5/30/2007 21:00,1.96
5/30/2007 22:00,2.12
5/30/2007 23:00,2.12
5/31/2007 0:00,2.45
5/31/2007 1:00,2.61
5/31/2007 2:00,2.78
5/31/2007 3:00,3.27
5/31/2007 4:00,3.92
5/31/2007 5:00,4.25
5/31/2007 6:00,4.41
5/31/2007 7:00,4.57
5/31/2007 8:00,4.41
5/31/2007 9:00,4.08
5/31/2007 10:00,4.08
5/31/2007 11:00,4.41
5/31/2007 12:00,4.74
5/31/2007 13:00,5.06
5/31/2007 14:00,5.06
5/31/2007 15:00,4.57
5/31/2007 16:00,4.08
5/31/2007 17:00,3.76
5/31/2007 18:00,3.59
5/31/2007 19:00,3.59
5/31/2007 20:00,4.08
5/31/2007 21:00,4.74
5/31/2007 22:00,5.39
5/31/2007 23:00,5.72
06-01-2007 00:00,5.72
06-01-2007 01:00,5.72
06-01-2007 02:00,5.39
06-01-2007 03:00,4.57
06-01-2007 04:00,3.76
06-01-2007 05:00,3.27
06-01-2007 06:00,2.94
06-01-2007 07:00,2.78
06-01-2007 08:00,2.61
06-01-2007 09:00,2.94
06-01-2007 10:00,3.92
06-01-2007 11:00,4.57
06-01-2007 12:00,4.9
06-01-2007 13:00,5.39
06-01-2007 14:00,5.39
06-01-2007 15:00,5.23
06-01-2007 16:00,5.55
06-01-2007 17:00,6.04
06-01-2007 18:00,6.7
06-01-2007 19:00,7.35
06-01-2007 20:00,7.68
06-01-2007 21:00,7.35
06-01-2007 22:00,7.02
06-01-2007 23:00,6.7
06-02-2007 00:00,6.37
06-02-2007 01:00,6.04
06-02-2007 02:00,5.55
06-02-2007 03:00,4.9
06-02-2007 04:00,4.25
06-02-2007 05:00,3.92
06-02-2007 06:00,4.25
06-02-2007 07:00,4.57
06-02-2007 08:00,4.57
06-02-2007 09:00,4.41
06-02-2007 10:00,4.25
06-02-2007 11:00,4.57
06-02-2007 12:00,5.39
06-02-2007 13:00,6.04
06-02-2007 14:00,6.86
06-02-2007 15:00,7.68
06-02-2007 16:00,8.33
06-02-2007 17:00,8.66
06-02-2007 18:00,8.66
06-02-2007 19:00,8.66
06-02-2007 20:00,8.33
06-02-2007 21:00,7.84
06-02-2007 22:00,7.35
06-02-2007 23:00,7.02
06-03-2007 00:00,6.86
06-03-2007 01:00,6.7
06-03-2007 02:00,6.37
06-03-2007 03:00,5.88
06-03-2007 04:00,5.55
06-03-2007 05:00,5.39
06-03-2007 06:00,5.39
06-03-2007 07:00,5.23
06-03-2007 08:00,5.06
06-03-2007 09:00,4.74
06-03-2007 10:00,4.25
06-03-2007 11:00,4.25
06-03-2007 12:00,4.74
06-03-2007 13:00,5.39
06-03-2007 14:00,5.55
06-03-2007 15:00,5.55
06-03-2007 16:00,5.55
06-03-2007 17:00,5.88
06-03-2007 18:00,6.53
06-03-2007 19:00,7.19
06-03-2007 20:00,7.68
06-03-2007 21:00,7.51
06-03-2007 22:00,7.51
06-03-2007 23:00,7.35
06-04-2007 00:00,6.86
06-04-2007 01:00,6.53
06-04-2007 02:00,6.04
06-04-2007 03:00,5.23
06-04-2007 04:00,4.41
06-04-2007 05:00,3.76
06-04-2007 06:00,3.59
06-04-2007 07:00,3.43
06-04-2007 08:00,3.27
06-04-2007 09:00,3.43
06-04-2007 10:00,3.43
06-04-2007 11:00,3.76
06-04-2007 12:00,4.25
06-04-2007 13:00,4.74
06-04-2007 14:00,5.06
06-04-2007 15:00,5.39
06-04-2007 16:00,5.72
06-04-2007 17:00,5.88
06-04-2007 18:00,5.88
06-04-2007 19:00,5.88
06-04-2007 20:00,5.55
06-04-2007 21:00,4.9
06-04-2007 22:00,4.25
06-04-2007 23:00,4.08
06-05-2007 00:00,4.41
06-05-2007 01:00,4.57
06-05-2007 02:00,4.57
06-05-2007 03:00,4.41
06-05-2007 04:00,4.25
06-05-2007 05:00,4.25
06-05-2007 06:00,4.57
06-05-2007 07:00,4.9
06-05-2007 08:00,4.9
06-05-2007 09:00,4.41
06-05-2007 10:00,3.92
06-05-2007 11:00,3.76
06-05-2007 12:00,3.59
06-05-2007 13:00,3.43
06-05-2007 14:00,3.59
06-05-2007 15:00,4.08
06-05-2007 16:00,4.41
06-05-2007 17:00,4.41
06-05-2007 18:00,3.76
06-05-2007 19:00,3.27
06-05-2007 20:00,3.1
06-05-2007 21:00,3.1
06-05-2007 22:00,3.1
06-05-2007 23:00,3.27
06-06-2007 00:00,3.92
06-06-2007 01:00,4.57
06-06-2007 02:00,4.9
06-06-2007 03:00,5.23
06-06-2007 04:00,5.55
06-06-2007 05:00,5.88
06-06-2007 06:00,6.04
06-06-2007 07:00,6.37
06-06-2007 08:00,6.53
06-06-2007 09:00,6.53
06-06-2007 10:00,6.37
06-06-2007 11:00,6.04
06-06-2007 12:00,5.88
06-06-2007 13:00,5.72
06-06-2007 14:00,5.55
06-06-2007 15:00,5.23
06-06-2007 16:00,5.06
06-06-2007 17:00,4.74
06-06-2007 18:00,4.41
06-06-2007 19:00,4.08
06-06-2007 20:00,4.25
06-06-2007 21:00,4.9
06-06-2007 22:00,5.72
06-06-2007 23:00,6.04
06-07-2007 00:00,6.21
06-07-2007 01:00,6.21
06-07-2007 02:00,6.21
06-07-2007 03:00,6.21
06-07-2007 04:00,6.04
06-07-2007 05:00,6.21
06-07-2007 06:00,6.37
06-07-2007 07:00,6.86
06-07-2007 08:00,6.86
06-07-2007 09:00,7.02
06-07-2007 10:00,7.02
06-07-2007 11:00,7.02
06-07-2007 12:00,6.53
06-07-2007 13:00,6.04
06-07-2007 14:00,5.72
06-07-2007 15:00,5.55
06-07-2007 16:00,5.39
06-07-2007 17:00,4.74
06-07-2007 18:00,3.76
06-07-2007 19:00,2.94
06-07-2007 20:00,2.45
06-07-2007 21:00,2.12
06-07-2007 22:00,1.96
06-07-2007 23:00,2.12
06-08-2007 00:00,2.12
06-08-2007 01:00,2.29
06-08-2007 02:00,2.45
06-08-2007 03:00,2.61
06-08-2007 04:00,2.78
06-08-2007 05:00,3.1
06-08-2007 06:00,3.43
06-08-2007 07:00,3.92
06-08-2007 08:00,3.92
06-08-2007 09:00,3.59
06-08-2007 10:00,3.43
06-08-2007 11:00,3.1
06-08-2007 12:00,2.61
06-08-2007 13:00,1.96
06-08-2007 14:00,2.45
06-08-2007 15:00,3.76
06-08-2007 16:00,5.23
06-08-2007 17:00,6.04
06-08-2007 18:00,6.21
06-08-2007 19:00,6.37
06-08-2007 20:00,6.37
06-08-2007 21:00,6.21
06-08-2007 22:00,6.04
06-08-2007 23:00,6.21
06-09-2007 00:00,6.37
06-09-2007 01:00,6.53
06-09-2007 02:00,6.37
06-09-2007 03:00,6.04
06-09-2007 04:00,5.72
06-09-2007 05:00,6.04
06-09-2007 06:00,6.86
06-09-2007 07:00,7.68
06-09-2007 08:00,8
06-09-2007 09:00,7.84
06-09-2007 10:00,7.51
06-09-2007 11:00,7.51
06-09-2007 12:00,7.84
06-09-2007 13:00,8
06-09-2007 14:00,8
06-09-2007 15:00,7.51
06-09-2007 16:00,7.02
06-09-2007 17:00,7.02
06-09-2007 18:00,7.35
06-09-2007 19:00,7.68
06-09-2007 20:00,7.84
06-09-2007 21:00,7.84
06-09-2007 22:00,7.84
06-09-2007 23:00,7.84
06-10-2007 00:00,7.68
06-10-2007 01:00,7.51
06-10-2007 02:00,7.35
06-10-2007 03:00,7.19
06-10-2007 04:00,7.02
06-10-2007 05:00,7.19
06-10-2007 06:00,7.68
06-10-2007 07:00,8.17
06-10-2007 08:00,8.33
06-10-2007 09:00,8.33
06-10-2007 10:00,8.33
06-10-2007 11:00,8.66
06-10-2007 12:00,8.98
06-10-2007 13:00,9.47
06-10-2007 14:00,9.15
06-10-2007 15:00,8.33
06-10-2007 16:00,7.51
06-10-2007 17:00,7.02
06-10-2007 18:00,6.86
06-10-2007 19:00,6.86
06-10-2007 20:00,6.86
06-10-2007 21:00,6.86
06-10-2007 22:00,6.86
06-10-2007 23:00,7.02
06-11-2007 00:00,7.19
06-11-2007 01:00,7.35
06-11-2007 02:00,7.35
06-11-2007 03:00,7.19
06-11-2007 04:00,7.02
06-11-2007 05:00,7.02
06-11-2007 06:00,7.51
06-11-2007 07:00,7.84
06-11-2007 08:00,8
06-11-2007 09:00,7.84
06-11-2007 10:00,7.68
06-11-2007 11:00,7.51
06-11-2007 12:00,7.51
06-11-2007 13:00,7.35
06-11-2007 14:00,6.86
06-11-2007 15:00,5.72
06-11-2007 16:00,4.57
06-11-2007 17:00,4.08
06-11-2007 18:00,4.41
06-11-2007 19:00,4.74
06-11-2007 20:00,5.23
06-11-2007 21:00,5.39
06-11-2007 22:00,5.72
06-11-2007 23:00,6.04
06-12-2007 00:00,6.37
06-12-2007 01:00,6.53
06-12-2007 02:00,6.53
06-12-2007 03:00,6.21
06-12-2007 04:00,5.88
06-12-2007 05:00,5.72
06-12-2007 06:00,5.88
06-12-2007 07:00,6.04
06-12-2007 08:00,5.88
06-12-2007 09:00,5.39
06-12-2007 10:00,4.9
06-12-2007 11:00,4.74
06-12-2007 12:00,4.9
06-12-2007 13:00,5.06
06-12-2007 14:00,4.9
06-12-2007 15:00,4.41
06-12-2007 16:00,3.92
06-12-2007 17:00,3.76
06-12-2007 18:00,3.76
06-12-2007 19:00,3.92
06-12-2007 20:00,4.08
06-12-2007 21:00,4.08
06-12-2007 22:00,4.25
06-12-2007 23:00,4.25
6/13/2007 0:00,4.41
6/13/2007 1:00,4.41
6/13/2007 2:00,4.25
6/13/2007 3:00,3.76
6/13/2007 4:00,3.27
6/13/2007 5:00,3.43
6/13/2007 6:00,4.08
6/13/2007 7:00,4.9
6/13/2007 8:00,5.23
6/13/2007 9:00,5.06
6/13/2007 10:00,5.06
6/13/2007 11:00,5.23
6/13/2007 12:00,5.55
6/13/2007 13:00,6.04
6/13/2007 14:00,6.04
6/13/2007 15:00,5.88
6/13/2007 16:00,5.88
6/13/2007 17:00,6.04
6/13/2007 18:00,6.37
6/13/2007 19:00,6.86
6/13/2007 20:00,6.86
6/13/2007 21:00,6.7
6/13/2007 22:00,6.37
6/13/2007 23:00,6.04
6/14/2007 0:00,5.88
6/14/2007 1:00,5.72
6/14/2007 2:00,5.55
6/14/2007 3:00,5.23
6/14/2007 4:00,4.9
6/14/2007 5:00,4.9
6/14/2007 6:00,5.23
6/14/2007 7:00,5.55
6/14/2007 8:00,5.72
6/14/2007 9:00,5.88
6/14/2007 10:00,6.04
6/14/2007 11:00,6.21
6/14/2007 12:00,6.53
6/14/2007 13:00,6.86
6/14/2007 14:00,7.19
6/14/2007 15:00,7.51
6/14/2007 16:00,8
6/14/2007 17:00,8
6/14/2007 18:00,7.68
6/14/2007 19:00,7.35
6/14/2007 20:00,7.02
6/14/2007 21:00,7.02
6/14/2007 22:00,6.86
6/14/2007 23:00,6.86
6/15/2007 0:00,6.86
6/15/2007 1:00,7.02
6/15/2007 2:00,6.86
6/15/2007 3:00,6.37
6/15/2007 4:00,6.04
6/15/2007 5:00,6.53
6/15/2007 6:00,7.51
6/15/2007 7:00,8.49
6/15/2007 8:00,8.98
6/15/2007 9:00,8.66
6/15/2007 10:00,8.49
6/15/2007 11:00,8.66
6/15/2007 12:00,8.98
6/15/2007 13:00,9.31
6/15/2007 14:00,9.31
6/15/2007 15:00,8.82
6/15/2007 16:00,8.33
6/15/2007 17:00,8
6/15/2007 18:00,7.84
6/15/2007 19:00,7.68
6/15/2007 20:00,7.51
6/15/2007 21:00,7.51
6/15/2007 22:00,7.68
6/15/2007 23:00,7.51
6/16/2007 0:00,7.35
6/16/2007 1:00,7.19
6/16/2007 2:00,7.02
6/16/2007 3:00,7.02
6/16/2007 4:00,7.19
6/16/2007 5:00,7.51
6/16/2007 6:00,8.49
6/16/2007 7:00,9.47
6/16/2007 8:00,9.96
6/16/2007 9:00,10.13
6/16/2007 10:00,10.45
6/16/2007 11:00,10.62
6/16/2007 12:00,10.94
6/16/2007 13:00,11.27
6/16/2007 14:00,11.27
6/16/2007 15:00,10.94
6/16/2007 16:00,10.78
6/16/2007 17:00,10.45
6/16/2007 18:00,10.13
6/16/2007 19:00,9.64
6/16/2007 20:00,9.15
6/16/2007 21:00,8.66
6/16/2007 22:00,8.17
6/16/2007 23:00,7.68
6/17/2007 0:00,7.51
6/17/2007 1:00,7.19
6/17/2007 2:00,6.86
6/17/2007 3:00,6.21
6/17/2007 4:00,5.72
6/17/2007 5:00,6.04
6/17/2007 6:00,7.19
6/17/2007 7:00,8.33
6/17/2007 8:00,9.31
6/17/2007 9:00,9.8
6/17/2007 10:00,10.45
6/17/2007 11:00,10.94
6/17/2007 12:00,11.27
6/17/2007 13:00,11.6
6/17/2007 14:00,11.6
6/17/2007 15:00,10.94
6/17/2007 16:00,10.29
6/17/2007 17:00,9.64
6/17/2007 18:00,9.15
6/17/2007 19:00,8.66
6/17/2007 20:00,8.33
6/17/2007 21:00,8.17
6/17/2007 22:00,8
6/17/2007 23:00,8
6/18/2007 0:00,7.84
6/18/2007 1:00,7.68
6/18/2007 2:00,7.51
6/18/2007 3:00,7.02
6/18/2007 4:00,6.7
6/18/2007 5:00,6.7
6/18/2007 6:00,7.35
6/18/2007 7:00,8
6/18/2007 8:00,8.49
6/18/2007 9:00,8.98
6/18/2007 10:00,9.47
6/18/2007 11:00,9.96
6/18/2007 12:00,10.62
6/18/2007 13:00,11.27
6/18/2007 14:00,11.43
6/18/2007 15:00,11.27
6/18/2007 16:00,11.11
6/18/2007 17:00,10.94
6/18/2007 18:00,10.62
6/18/2007 19:00,10.29
6/18/2007 20:00,10.13
6/18/2007 21:00,10.13
6/18/2007 22:00,10.13
6/18/2007 23:00,9.96
6/19/2007 0:00,9.8
6/19/2007 1:00,9.64
6/19/2007 2:00,9.31
6/19/2007 3:00,8.82
6/19/2007 4:00,8.49
6/19/2007 5:00,8.98
6/19/2007 6:00,10.29
6/19/2007 7:00,11.6
6/19/2007 8:00,12.09
6/19/2007 9:00,11.76
6/19/2007 10:00,11.27
6/19/2007 11:00,11.11
6/19/2007 12:00,11.11
6/19/2007 13:00,11.27
6/19/2007 14:00,10.94
6/19/2007 15:00,10.45
6/19/2007 16:00,9.8
6/19/2007 17:00,9.64
6/19/2007 18:00,9.8
6/19/2007 19:00,9.8
6/19/2007 20:00,9.96
6/19/2007 21:00,10.29
6/19/2007 22:00,10.45
6/19/2007 23:00,10.62
6/20/2007 0:00,10.94
6/20/2007 1:00,11.11
6/20/2007 2:00,10.94
6/20/2007 3:00,10.29
6/20/2007 4:00,9.64
6/20/2007 5:00,9.64
6/20/2007 6:00,10.13
6/20/2007 7:00,10.78
6/20/2007 8:00,11.27
6/20/2007 9:00,11.6
6/20/2007 10:00,11.92
6/20/2007 11:00,12.25
6/20/2007 12:00,12.41
6/20/2007 13:00,12.41
6/20/2007 14:00,12.25
6/20/2007 15:00,11.43
6/20/2007 16:00,10.78
6/20/2007 17:00,10.45
6/20/2007 18:00,10.45
6/20/2007 19:00,10.62
6/20/2007 20:00,10.62
6/20/2007 21:00,10.62
6/20/2007 22:00,10.62
6/20/2007 23:00,10.94
6/21/2007 0:00,11.76
6/21/2007 1:00,12.41
6/21/2007 2:00,12.25
6/21/2007 3:00,11.43
6/21/2007 4:00,10.62
6/21/2007 5:00,10.45
6/21/2007 6:00,11.11
6/21/2007 7:00,11.76
6/21/2007 8:00,12.41
6/21/2007 9:00,12.9
6/21/2007 10:00,13.39
6/21/2007 11:00,13.88
6/21/2007 12:00,14.21
6/21/2007 13:00,14.7
6/21/2007 14:00,14.21
6/21/2007 15:00,12.74
6/21/2007 16:00,11.43
6/21/2007 17:00,10.78
6/21/2007 18:00,10.62
6/21/2007 19:00,10.62
6/21/2007 20:00,10.78
6/21/2007 21:00,11.11
6/21/2007 22:00,11.43
6/21/2007 23:00,11.92
6/22/2007 0:00,12.41
6/22/2007 1:00,13.07
6/22/2007 2:00,13.23
6/22/2007 3:00,13.23
6/22/2007 4:00,13.39
6/22/2007 5:00,13.56
6/22/2007 6:00,13.72
6/22/2007 7:00,14.05
6/22/2007 8:00,14.7
6/22/2007 9:00,15.52
6/22/2007 10:00,16.17
6/22/2007 11:00,16.82
6/22/2007 12:00,17.31
6/22/2007 13:00,17.8
6/22/2007 14:00,18.13
6/22/2007 15:00,18.13
6/22/2007 16:00,18.29
6/22/2007 17:00,18.29
6/22/2007 18:00,18.13
6/22/2007 19:00,17.97
6/22/2007 20:00,17.97
6/22/2007 21:00,17.97
6/22/2007 22:00,17.97
6/22/2007 23:00,18.13
6/23/2007 0:00,18.13
6/23/2007 1:00,18.13
6/23/2007 2:00,17.97
6/23/2007 3:00,17.64
6/23/2007 4:00,17.15
6/23/2007 5:00,16.99
6/23/2007 6:00,16.99
6/23/2007 7:00,16.99
6/23/2007 8:00,16.99
6/23/2007 9:00,17.31
6/23/2007 10:00,17.48
6/23/2007 11:00,17.64
6/23/2007 12:00,17.8
6/23/2007 13:00,17.97
6/23/2007 14:00,17.64
6/23/2007 15:00,17.15
6/23/2007 16:00,16.82
6/23/2007 17:00,16.5
6/23/2007 18:00,16.66
6/23/2007 19:00,16.82
6/23/2007 20:00,16.5
6/23/2007 21:00,15.68
6/23/2007 22:00,15.03
6/23/2007 23:00,14.37
6/24/2007 0:00,14.21
6/24/2007 1:00,13.88
6/24/2007 2:00,13.39
6/24/2007 3:00,12.9
6/24/2007 4:00,12.41
6/24/2007 5:00,12.41
6/24/2007 6:00,12.58
6/24/2007 7:00,12.9
6/24/2007 8:00,13.23
6/24/2007 9:00,13.56
6/24/2007 10:00,14.05
6/24/2007 11:00,14.21
6/24/2007 12:00,14.21
6/24/2007 13:00,14.05
6/24/2007 14:00,13.23
6/24/2007 15:00,11.76
6/24/2007 16:00,10.29
6/24/2007 17:00,9.47
6/24/2007 18:00,9.31
6/24/2007 19:00,9.31
